,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
297,"RT @career_virtual: Cardinal Financial is looking for a Support Specialist with pay of $45,000 - $52,000 a year.

It is a full-time positio…", cardinal financial is looking for a support specialist with pay of  45 000    52 000 a year   it is a full time positio ,0.175,0.275,positive,0.063,0.814,0.122,0.3182,121,23, cardinal financial is looking for a support specialist with pay of         a year   it is a full time positio ,"['', 'cardinal', 'financial', 'is', 'looking', 'for', 'a', 'support', 'specialist', 'with', 'pay', 'of', 'a', 'year', 'it', 'is', 'a', 'full', 'time', 'positio', '']","['', 'cardinal', 'financial', 'looking', 'support', 'specialist', 'pay', 'year', 'full', 'time', 'positio', '']","['', 'cardin', 'financi', 'look', 'support', 'specialist', 'pay', 'year', 'full', 'time', 'positio', '']"
298,"RT @ONEBellCourt1: ONE Bell Court 

Fully furnished office spaces for growing, innovative and forward thinking businesses.

#guildfordoffic…", one bell court   fully furnished office spaces for growing  innovative and forward thinking businesses    guildfordoffic ,0.5,1.0,positive,0.0,0.739,0.261,0.5574,122,15, one bell court   fully furnished office spaces for growing  innovative and forward thinking businesses    guildfordoffic ,"['', 'one', 'bell', 'court', 'fully', 'furnished', 'office', 'spaces', 'for', 'growing', 'innovative', 'and', 'forward', 'thinking', 'businesses', 'guildfordoffic', '']","['', 'one', 'bell', 'court', 'fully', 'furnished', 'office', 'spaces', 'growing', 'innovative', 'forward', 'thinking', 'businesses', 'guildfordoffic', '']","['', 'one', 'bell', 'court', 'fulli', 'furnish', 'offic', 'space', 'grow', 'innov', 'forward', 'think', 'busi', 'guildfordoff', '']"
299,Do you struggle to start business conversations with a strangers?  It’s time to deal with that fear! Learn to engag… https://t.co/z2tTmANXdo,do you struggle to start business conversations with a strangers   it s time to deal with that fear  learn to engag   ,0.0,0.0,negative,0.244,0.756,0.0,-0.6705,118,21,do you struggle to start business conversations with a strangers   it s time to deal with that fear  learn to engag   ,"['do', 'you', 'struggle', 'to', 'start', 'business', 'conversations', 'with', 'a', 'strangers', 'it', 's', 'time', 'to', 'deal', 'with', 'that', 'fear', 'learn', 'to', 'engag', '']","['struggle', 'start', 'business', 'conversations', 'strangers', 'time', 'deal', 'fear', 'learn', 'engag', '']","['struggl', 'start', 'busi', 'convers', 'stranger', 'time', 'deal', 'fear', 'learn', 'engag', '']"
300,XWP: Senior Technical Product Owner https://t.co/lEJA9EeohB #remotejobs #jobs #nomad #workfromhome #digitalnomad #newjobs,xwp  senior technical product owner    remotejobs  jobs  nomad  workfromhome  digitalnomad  newjobs,0.0,0.1,neutral,0.0,1.0,0.0,0.0,99,11,xwp  senior technical product owner    remotejobs  jobs  nomad  workfromhome  digitalnomad  newjobs,"['xwp', 'senior', 'technical', 'product', 'owner', 'remotejobs', 'jobs', 'nomad', 'workfromhome', 'digitalnomad', 'newjobs']","['xwp', 'senior', 'technical', 'product', 'owner', 'remotejobs', 'jobs', 'nomad', 'workfromhome', 'digitalnomad', 'newjobs']","['xwp', 'senior', 'technic', 'product', 'owner', 'remotejob', 'job', 'nomad', 'workfromhom', 'digitalnomad', 'newjob']"
301,AgencyAnalytics: Content Marketer https://t.co/GMpAPiCy49 #remotejobs #jobs #nomad #workfromhome #digitalnomad #newjobs,agencyanalytics  content marketer    remotejobs  jobs  nomad  workfromhome  digitalnomad  newjobs,0.0,0.0,neutral,0.0,1.0,0.0,0.0,97,9,agencyanalytics  content marketer    remotejobs  jobs  nomad  workfromhome  digitalnomad  newjobs,"['agencyanalytics', 'content', 'marketer', 'remotejobs', 'jobs', 'nomad', 'workfromhome', 'digitalnomad', 'newjobs']","['agencyanalytics', 'content', 'marketer', 'remotejobs', 'jobs', 'nomad', 'workfromhome', 'digitalnomad', 'newjobs']","['agencyanalyt', 'content', 'market', 'remotejob', 'job', 'nomad', 'workfromhom', 'digitalnomad', 'newjob']"
302,RT @JerryBalentine: An overcast day lets me enjoy my coffee and throws a beautiful orange hue around the son - I hope everyone has a great…, an overcast day lets me enjoy my coffee and throws a beautiful orange hue around the son   i hope everyone has a great ,0.6833333333333332,0.75,positive,0.0,0.532,0.468,0.9337,120,23, an overcast day lets me enjoy my coffee and throws a beautiful orange hue around the son   i hope everyone has a great ,"['', 'an', 'overcast', 'day', 'lets', 'me', 'enjoy', 'my', 'coffee', 'and', 'throws', 'a', 'beautiful', 'orange', 'hue', 'around', 'the', 'son', 'i', 'hope', 'everyone', 'has', 'a', 'great', '']","['', 'overcast', 'day', 'lets', 'enjoy', 'coffee', 'throws', 'beautiful', 'orange', 'hue', 'around', 'son', 'hope', 'everyone', 'great', '']","['', 'overcast', 'day', 'let', 'enjoy', 'coffe', 'throw', 'beauti', 'orang', 'hue', 'around', 'son', 'hope', 'everyon', 'great', '']"
303,"What will the world of work look like after #COVID? @Experian shares ""This balance can mean that we provide more fl… https://t.co/0av4dzApTA",what will the world of work look like after  covid    shares  this balance can mean that we provide more fl   ,0.09375,0.59375,positive,0.0,0.793,0.207,0.5719,110,20,what will the world of work look like after  covid    shares  this balance can mean that we provide more fl   ,"['what', 'will', 'the', 'world', 'of', 'work', 'look', 'like', 'after', 'covid', 'shares', 'this', 'balance', 'can', 'mean', 'that', 'we', 'provide', 'more', 'fl', '']","['world', 'work', 'look', 'like', 'covid', 'shares', 'balance', 'mean', 'provide', 'fl', '']","['world', 'work', 'look', 'like', 'covid', 'share', 'balanc', 'mean', 'provid', 'fl', '']"
304,"Cardinal Financial is looking for a Support Specialist with pay of $45,000 - $52,000 a year.

It is a full-time pos… https://t.co/rcOGxDbiPK",cardinal financial is looking for a support specialist with pay of  45 000    52 000 a year   it is a full time pos   ,0.175,0.275,positive,0.063,0.814,0.122,0.3182,118,23,cardinal financial is looking for a support specialist with pay of         a year   it is a full time pos   ,"['cardinal', 'financial', 'is', 'looking', 'for', 'a', 'support', 'specialist', 'with', 'pay', 'of', 'a', 'year', 'it', 'is', 'a', 'full', 'time', 'pos', '']","['cardinal', 'financial', 'looking', 'support', 'specialist', 'pay', 'year', 'full', 'time', 'pos', '']","['cardin', 'financi', 'look', 'support', 'specialist', 'pay', 'year', 'full', 'time', 'po', '']"
305,"@official__wonho
Anyone having trouble understanding the Universe app, acronyms, how to earn green things etc? Is i… https://t.co/X9bOZ49UID",   wonho anyone having trouble understanding the universe app  acronyms  how to earn green things etc  is i   ,-0.2,0.25,negative,0.153,0.847,0.0,-0.4019,110,17,   wonho anyone having trouble understanding the universe app  acronyms  how to earn green things etc  is i   ,"['', 'wonho', 'anyone', 'having', 'trouble', 'understanding', 'the', 'universe', 'app', 'acronyms', 'how', 'to', 'earn', 'green', 'things', 'etc', 'is', 'i', '']","['', 'wonho', 'anyone', 'trouble', 'understanding', 'universe', 'app', 'acronyms', 'earn', 'green', 'things', 'etc', '']","['', 'wonho', 'anyon', 'troubl', 'understand', 'univers', 'app', 'acronym', 'earn', 'green', 'thing', 'etc', '']"
306,#makingindonesia40 #teknologi #teknologibaru #digitalindonesia #infoviral #workfromhome #stayathome #indiehome… https://t.co/cf6e8cBAj3, makingindonesia40  teknologi  teknologibaru  digitalindonesia  infoviral  workfromhome  stayathome  indiehome   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,8, makingindonesia  teknologi  teknologibaru  digitalindonesia  infoviral  workfromhome  stayathome  indiehome   ,"['', 'makingindonesia', 'teknologi', 'teknologibaru', 'digitalindonesia', 'infoviral', 'workfromhome', 'stayathome', 'indiehome', '']","['', 'makingindonesia', 'teknologi', 'teknologibaru', 'digitalindonesia', 'infoviral', 'workfromhome', 'stayathome', 'indiehome', '']","['', 'makingindonesia', 'teknolog', 'teknologibaru', 'digitalindonesia', 'infovir', 'workfromhom', 'stayathom', 'indiehom', '']"
308,"Amazing how easy it can be to start a business with a laptop, phone or tablet and an internet connection. Some said… https://t.co/pyxZdygsZf",amazing how easy it can be to start a business with a laptop  phone or tablet and an internet connection  some said   ,0.5166666666666667,0.8666666666666667,positive,0.0,0.729,0.271,0.7717,118,22,amazing how easy it can be to start a business with a laptop  phone or tablet and an internet connection  some said   ,"['amazing', 'how', 'easy', 'it', 'can', 'be', 'to', 'start', 'a', 'business', 'with', 'a', 'laptop', 'phone', 'or', 'tablet', 'and', 'an', 'internet', 'connection', 'some', 'said', '']","['amazing', 'easy', 'start', 'business', 'laptop', 'phone', 'tablet', 'internet', 'connection', 'said', '']","['amaz', 'easi', 'start', 'busi', 'laptop', 'phone', 'tablet', 'internet', 'connect', 'said', '']"
309,RT @Dice4Employers: Here’s a look at the requests employers are more likely to agree to (and potentially likely to decline) to get you back…, here s a look at the requests employers are more likely to agree to  and potentially likely to decline  to get you back ,0.125,0.625,positive,0.0,0.879,0.121,0.4144,121,23, here s a look at the requests employers are more likely to agree to  and potentially likely to decline  to get you back ,"['', 'here', 's', 'a', 'look', 'at', 'the', 'requests', 'employers', 'are', 'more', 'likely', 'to', 'agree', 'to', 'and', 'potentially', 'likely', 'to', 'decline', 'to', 'get', 'you', 'back', '']","['', 'look', 'requests', 'employers', 'likely', 'agree', 'potentially', 'likely', 'decline', 'get', 'back', '']","['', 'look', 'request', 'employ', 'like', 'agre', 'potenti', 'like', 'declin', 'get', 'back', '']"
310,"RT @rhb194: Grab Instant Access To The ""Super Affiliate marketer Swipe File"" That will Generates Commissions Of Up To $737 DAILY...  Join h…", grab instant access to the  super affiliate marketer swipe file  that will generates commissions of up to  737 daily     join h ,0.1111111111111111,0.4444444444444444,positive,0.0,0.747,0.253,0.7269,129,21, grab instant access to the  super affiliate marketer swipe file  that will generates commissions of up to   daily     join h ,"['', 'grab', 'instant', 'access', 'to', 'the', 'super', 'affiliate', 'marketer', 'swipe', 'file', 'that', 'will', 'generates', 'commissions', 'of', 'up', 'to', 'daily', 'join', 'h', '']","['', 'grab', 'instant', 'access', 'super', 'affiliate', 'marketer', 'swipe', 'file', 'generates', 'commissions', 'daily', 'join', 'h', '']","['', 'grab', 'instant', 'access', 'super', 'affili', 'market', 'swipe', 'file', 'gener', 'commiss', 'daili', 'join', 'h', '']"
311,Thank you @marketoonist for my morning laugh #workfromhome https://t.co/rhJbrwObF9,thank you   for my morning laugh  workfromhome  ,0.3,0.1,positive,0.0,0.45,0.55,0.7269,48,7,thank you   for my morning laugh  workfromhome  ,"['thank', 'you', 'for', 'my', 'morning', 'laugh', 'workfromhome', '']","['thank', 'morning', 'laugh', 'workfromhome', '']","['thank', 'morn', 'laugh', 'workfromhom', '']"
312,"Is 9-5 not working for you? Shake up your life.🏡

#FBO #ForeverBusinessOwner #WorkFromHome https://t.co/g9u9LhcoWZ",is 9 5 not working for you  shake up your life     fbo  foreverbusinessowner  workfromhome  ,0.0,0.0,negative,0.134,0.866,0.0,-0.1779,92,14,is   not working for you  shake up your life     fbo  foreverbusinessowner  workfromhome  ,"['is', 'not', 'working', 'for', 'you', 'shake', 'up', 'your', 'life', 'fbo', 'foreverbusinessowner', 'workfromhome', '']","['working', 'shake', 'life', 'fbo', 'foreverbusinessowner', 'workfromhome', '']","['work', 'shake', 'life', 'fbo', 'foreverbusinessown', 'workfromhom', '']"
313,"FREE Internet Marketing Tools and Tips! Join https://t.co/i43aXsQ9gz
#earnonlinefree #internetmarketing… https://t.co/Tjixrzv9IO",free internet marketing tools and tips  join    earnonlinefree  internetmarketing   ,0.4,0.8,positive,0.0,0.56,0.44,0.6705,84,9,free internet marketing tools and tips  join    earnonlinefree  internetmarketing   ,"['free', 'internet', 'marketing', 'tools', 'and', 'tips', 'join', 'earnonlinefree', 'internetmarketing', '']","['free', 'internet', 'marketing', 'tools', 'tips', 'join', 'earnonlinefree', 'internetmarketing', '']","['free', 'internet', 'market', 'tool', 'tip', 'join', 'earnonlinefre', 'internetmarket', '']"
314,"#Knowledgeispower 

https://t.co/fxBF3MPbph

#WFH #heart #WorkFromHome", knowledgeispower       wfh  heart  workfromhome,0.0,0.0,neutral,0.0,1.0,0.0,0.0,48,4, knowledgeispower       wfh  heart  workfromhome,"['', 'knowledgeispower', 'wfh', 'heart', 'workfromhome']","['', 'knowledgeispower', 'wfh', 'heart', 'workfromhome']","['', 'knowledgeispow', 'wfh', 'heart', 'workfromhom']"
315,"RT @Harjind51464017: पति--तुमको खुशी - खुशी मायके भेज दिया फिर भी तुम मोबाइल पर मुझसे लड रही हो?
पत्नी - - ये वर्क फ्राम होम है.
#WorkFromH…",                                                                                                              workfromh ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,1,                                                                                                              workfromh ,"['', 'workfromh', '']","['', 'workfromh', '']","['', 'workfromh', '']"
316,"RT @CareerProfiles: new #job - Marketing and Communications Manager Remote - 22177 -  📍 Rockville, MD - https://t.co/rJ6mSVhbrb #marketing…", new  job   marketing and communications manager remote   22177      rockville  md      marketing ,0.018181818181818174,0.32727272727272727,neutral,0.0,1.0,0.0,0.0,98,11, new  job   marketing and communications manager remote         rockville  md      marketing ,"['', 'new', 'job', 'marketing', 'and', 'communications', 'manager', 'remote', 'rockville', 'md', 'marketing', '']","['', 'new', 'job', 'marketing', 'communications', 'manager', 'remote', 'rockville', 'md', 'marketing', '']","['', 'new', 'job', 'market', 'commun', 'manag', 'remot', 'rockvil', 'md', 'market', '']"
317,"proof of payment for today! 💛
• batch 1 
— canva pro 1 year✔️
— 2 netflix shared (3 months; 1 person+1 device)

Ava… https://t.co/CjxVdAFPU7",proof of payment for today      batch 1    canva pro 1 year     2 netflix shared  3 months  1 person 1 device   ava   ,0.0,0.0,positive,0.0,0.854,0.146,0.34,118,21,proof of payment for today      batch     canva pro  year      netflix shared   months   person  device   ava   ,"['proof', 'of', 'payment', 'for', 'today', 'batch', 'canva', 'pro', 'year', 'netflix', 'shared', 'months', 'person', 'device', 'ava', '']","['proof', 'payment', 'today', 'batch', 'canva', 'pro', 'year', 'netflix', 'shared', 'months', 'person', 'device', 'ava', '']","['proof', 'payment', 'today', 'batch', 'canva', 'pro', 'year', 'netflix', 'share', 'month', 'person', 'devic', 'ava', '']"
318,"RT @wagada_digital: We have always offered flexible working options to those who need it at Wagada, as we know everybody has a life outside…", we have always offered flexible working options to those who need it at wagada  as we know everybody has a life outside ,0.0,0.05,positive,0.0,0.913,0.087,0.2263,121,22, we have always offered flexible working options to those who need it at wagada  as we know everybody has a life outside ,"['', 'we', 'have', 'always', 'offered', 'flexible', 'working', 'options', 'to', 'those', 'who', 'need', 'it', 'at', 'wagada', 'as', 'we', 'know', 'everybody', 'has', 'a', 'life', 'outside', '']","['', 'always', 'offered', 'flexible', 'working', 'options', 'need', 'wagada', 'know', 'everybody', 'life', 'outside', '']","['', 'alway', 'offer', 'flexibl', 'work', 'option', 'need', 'wagada', 'know', 'everybodi', 'life', 'outsid', '']"
